canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
Roaring Springs,4862528,motley-tx,1,true,,0,0,motley-tx,,,,AVAILABLE_EMPTY,true,true,true
Robert Lee,4862564,coke-tx,1,true,,0,0,coke-tx,,,,AVAILABLE_EMPTY,true,true,true
Robinson,4862588,mclennan-tx,1,true,,0,0,mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Robstown,4862600,nueces-tx,1,true,,25,25,nueces-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Roby,4862612,fisher-tx,1,true,,0,0,fisher-tx,,,,AVAILABLE_EMPTY,true,true,true
Rochelle,4862624,mcculloch-tx,1,true,,0,0,mcculloch-tx,,,,AVAILABLE_EMPTY,true,true,true
Rochester,4862636,haskell-tx,1,true,,0,0,haskell-tx,,,,AVAILABLE_EMPTY,true,true,true
Rockdale,4862672,milam-tx,1,true,,6,6,milam-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rock Island,4862732,colorado-tx,1,true,,0,0,colorado-tx,,,,AVAILABLE_EMPTY,true,true,true
Rockport,4862804,aransas-tx,1,true,,0,0,aransas-tx,,,,AVAILABLE_EMPTY,true,true,true
Rocksprings,4862816,edwards-tx,1,true,,0,0,edwards-tx,,,,AVAILABLE_EMPTY,true,true,true
Rockwall,4862828,rockwall-tx,1,true,,6,6,rockwall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rockwell Place,4862834,randall-tx,1,true,,0,0,randall-tx,,,,AVAILABLE_EMPTY,true,true,true
Rocky Mound,4862870,camp-tx,1,true,,0,0,camp-tx,,,,AVAILABLE_EMPTY,true,true,true
Rogers,4862924,bell-tx,1,true,,6,6,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rollingwood,4863008,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Roma,4863020,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Roman Forest,4863044,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Ropesville,4863140,hockley-tx,1,true,,3,3,hockley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rosanky,4863164,bastrop-tx,1,true,,2,2,bastrop-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Roscoe,4863176,nolan-tx,1,true,,5,5,nolan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rosebud,4863188,falls-tx,1,true,,0,0,falls-tx,,,,AVAILABLE_EMPTY,true,true,true
Rose City,4863200,orange-tx,1,true,,5,5,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rose Hill Acres,4863272,hardin-tx,1,true,,0,0,hardin-tx,,,,AVAILABLE_EMPTY,true,true,true
Rosenberg,4863284,fort-bend-tx,1,true,,28,28,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rosharon,4863332,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Rosita,4863350,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Ross,4863380,mclennan-tx,1,true,,1,1,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rosser,4863404,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Rotan,4863464,fisher-tx,1,true,,0,0,fisher-tx,,,,AVAILABLE_EMPTY,true,true,true
Round Mountain,4863476,blanco-tx,1,true,,0,0,blanco-tx,,,,AVAILABLE_EMPTY,true,true,true
Round Rock,4863500,travis-tx|williamson-tx,2,true,,26,26,travis-tx|williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Round Top,4863524,fayette-tx,1,true,,0,0,fayette-tx,,,,AVAILABLE_EMPTY,true,true,true
Rowena,4863560,runnels-tx,1,true,,0,0,runnels-tx,,,,AVAILABLE_EMPTY,true,true,true
Rowlett,4863572,dallas-tx|rockwall-tx,2,true,,8,8,dallas-tx|rockwall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Roxton,4863584,lamar-tx,1,true,,0,0,lamar-tx,,,,AVAILABLE_EMPTY,true,true,true
Royse City,4863668,collin-tx|hunt-tx|rockwall-tx,3,true,,7,7,collin-tx|hunt-tx|rockwall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rule,4863752,haskell-tx,1,true,,0,0,haskell-tx,,,,AVAILABLE_EMPTY,true,true,true
Runaway Bay,4863782,wise-tx,1,true,,0,0,wise-tx,,,,AVAILABLE_EMPTY,true,true,true
Runge,4863788,karnes-tx,1,true,,0,0,karnes-tx,,,,AVAILABLE_EMPTY,true,true,true
Rusk,4863848,cherokee-tx,1,true,,8,8,cherokee-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sabinal,4864004,uvalde-tx,1,true,,4,4,uvalde-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sachse,4864064,collin-tx|dallas-tx,2,true,,6,6,collin-tx|dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sadler,4864088,grayson-tx,1,true,,2,2,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Saginaw,4864112,tarrant-tx,1,true,,27,27,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
St. Hedwig,4864172,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Saint Jo,4864184,montague-tx,1,true,,0,0,montague-tx,,,,AVAILABLE_EMPTY,true,true,true
St. Paul,4864220,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
St. Paul,4864244,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Salado,4864268,bell-tx,1,true,,0,0,bell-tx,,,,AVAILABLE_EMPTY,true,true,true
Salida del Sol Estates,4864307,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Saline̱o,4864316,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Saline̱o North,4864322,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Sammy Martinez,4864442,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Samnorwood,4864448,collingsworth-tx,1,true,,0,0,collingsworth-tx,,,,AVAILABLE_EMPTY,true,true,true
Sam Rayburn,4864460,jasper-tx,1,true,,0,0,jasper-tx,,,,AVAILABLE_EMPTY,true,true,true
San Angelo,4864472,tom-green-tx,1,true,,61,61,tom-green-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Antonio,4865000,bexar-tx|comal-tx|medina-tx,3,true,,318,318,bexar-tx|comal-tx|medina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Augustine,4865024,san-augustine-tx,1,true,,4,4,san-augustine-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Benito,4865036,cameron-tx,1,true,,17,17,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Carlos,4865048,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
San Carlos I,4865049,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
San Carlos II,4865050,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Sanctuary,4865066,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Sanderson,4865084,terrell-tx,1,true,,3,3,terrell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sandia,4865168,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
San Diego,4865180,duval-tx|jim-wells-tx,2,true,,16,16,duval-tx|jim-wells-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sandoval,4865210,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Sand Springs,4865240,howard-tx,1,true,,1,1,howard-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sandy Hollow-Escondidas,4865342,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Sandy Oaks,4865344,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Sandy Point,4865345,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
San Elizario,4865360,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
San Felipe,4865372,austin-tx,1,true,,4,4,austin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Fernando,4865378,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Sanford,4865384,hutchinson-tx,1,true,,0,0,hutchinson-tx,,,,AVAILABLE_EMPTY,true,true,true
Sanger,4865408,cooke-tx|denton-tx,2,true,,6,6,cooke-tx|denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Isidro,4865432,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
San Juan,4865516,hidalgo-tx,1,true,,9,9,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Juan,4865532,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
San Leanna,4865552,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
San Leon,4865564,galveston-tx,1,true,,0,0,galveston-tx,,,,AVAILABLE_EMPTY,true,true,true
San Marcos,4865600,caldwell-tx|guadalupe-tx|hays-tx,3,true,,34,34,caldwell-tx|guadalupe-tx|hays-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Patricio,4865612,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
San Pedro,4865620,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
San Perlita,4865636,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
San Saba,4865648,san-saba-tx,1,true,,5,5,san-saba-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sansom Park,4865660,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Anna,4865672,coleman-tx,1,true,,5,5,coleman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Santa Anna,4865678,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Clara,4865690,guadalupe-tx,1,true,,2,2,guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Santa Cruz,4865708,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Fe,4865726,galveston-tx,1,true,,8,8,galveston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Santa Maria,4865744,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Monica,4865756,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Rita Ranch,4865762,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Santa Rosa,4865768,cameron-tx,1,true,,3,3,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Santa Rosa,4865774,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Santel,4865777,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Santo,4865780,palo-pinto-tx,1,true,,3,3,palo-pinto-tx,,,,AVAILABLE_NONEMPTY,true,true,true
San Ygnacio,4865792,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Sargent,4865864,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Sarita,4865876,kenedy-tx,1,true,,2,2,kenedy-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Savannah,4866000,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Savoy,4866008,fannin-tx,1,true,,4,4,fannin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Scenic Oaks,4866089,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Schertz,4866128,bexar-tx|comal-tx|guadalupe-tx,3,true,,22,22,bexar-tx|comal-tx|guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Schulenburg,4866188,fayette-tx,1,true,,10,10,fayette-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Scissors,4866248,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Scotland,4866284,archer-tx,1,true,,0,0,archer-tx,,,,AVAILABLE_EMPTY,true,true,true
Scottsville,4866332,harrison-tx,1,true,,1,1,harrison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Scurry,4866368,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Seabrook,4866392,chambers-tx|harris-tx,2,true,,5,5,chambers-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seadrift,4866416,calhoun-tx,1,true,,0,0,calhoun-tx,,,,AVAILABLE_EMPTY,true,true,true
Seagoville,4866428,dallas-tx|kaufman-tx,2,true,,0,0,dallas-tx|kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Seagraves,4866440,gaines-tx,1,true,,2,2,gaines-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sealy,4866464,austin-tx,1,true,,25,25,austin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sebastian,4866512,willacy-tx,1,true,,5,5,willacy-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seco Mines,4866536,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Seguin,4866644,guadalupe-tx,1,true,,13,13,guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seis Lagos,4866686,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Selma,4866704,bexar-tx|comal-tx|guadalupe-tx,3,true,,1,1,bexar-tx|comal-tx|guadalupe-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seminole,4866764,gaines-tx,1,true,,0,0,gaines-tx,,,,AVAILABLE_EMPTY,true,true,true
Serenada,4866806,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Seth Ward,4866848,hale-tx,1,true,,6,6,hale-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seven Oaks,4866884,polk-tx,1,true,,1,1,polk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Seven Points,4866908,henderson-tx|kaufman-tx,2,true,,0,0,henderson-tx|kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Seymour,4866968,baylor-tx,1,true,,0,0,baylor-tx,,,,AVAILABLE_EMPTY,true,true,true
Shadybrook,4867010,cherokee-tx,1,true,,0,0,cherokee-tx,,,,AVAILABLE_EMPTY,true,true,true
Shady Hollow,4867082,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Shady Shores,4867100,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Shallowater,4867136,lubbock-tx,1,true,,1,1,lubbock-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Shamrock,4867160,wheeler-tx,1,true,,0,0,wheeler-tx,,,,AVAILABLE_EMPTY,true,true,true
Shavano Park,4867268,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Sheffield,4867340,pecos-tx,1,true,,0,0,pecos-tx,,,,AVAILABLE_EMPTY,true,true,true
Shelbyville,4867364,shelby-tx,1,true,,0,0,shelby-tx,,,,AVAILABLE_EMPTY,true,true,true
Sheldon,4867376,harris-tx,1,true,,6,6,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Shenandoah,4867400,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Shepherd,4867424,san-jacinto-tx,1,true,,4,4,san-jacinto-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sheridan,4867472,colorado-tx,1,true,,0,0,colorado-tx,,,,AVAILABLE_EMPTY,true,true,true
Sherman,4867496,grayson-tx,1,true,,68,68,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sherwood Shores,4867554,grayson-tx,1,true,,0,0,grayson-tx,,,,AVAILABLE_EMPTY,true,true,true
Shiner,4867640,lavaca-tx,1,true,,4,4,lavaca-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Shiro,4867664,grimes-tx,1,true,,3,3,grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Shoreacres,4867688,chambers-tx|harris-tx,2,true,,0,0,chambers-tx|harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Sienna,4867763,fort-bend-tx,1,true,,4,4,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sierra Blanca,4867772,hudspeth-tx,1,true,,5,5,hudspeth-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Siesta Acres,4867775,maverick-tx,1,true,,1,1,maverick-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Siesta Shores,4867778,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Silsbee,4867832,hardin-tx,1,true,,22,22,hardin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Silverton,4867904,briscoe-tx,1,true,,0,0,briscoe-tx,,,,AVAILABLE_EMPTY,true,true,true
Simonton,4867964,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Sinton,4868036,san-patricio-tx,1,true,,10,10,san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Skellytown,4868120,carson-tx,1,true,,0,0,carson-tx,,,,AVAILABLE_EMPTY,true,true,true
Skidmore,4868132,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Slaton,4868180,lubbock-tx,1,true,,4,4,lubbock-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Smiley,4868300,gonzales-tx,1,true,,0,0,gonzales-tx,,,,AVAILABLE_EMPTY,true,true,true
Smithville,4868456,bastrop-tx,1,true,,9,9,bastrop-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Smyer,4868504,hockley-tx,1,true,,1,1,hockley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Snook,4868576,burleson-tx,1,true,,0,0,burleson-tx,,,,AVAILABLE_EMPTY,true,true,true
Snyder,4868624,scurry-tx,1,true,,10,10,scurry-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Socorro,4868636,el-paso-tx,1,true,,5,5,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Solis,4868678,cameron-tx,1,true,,1,1,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Somerset,4868708,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Somerville,4868720,burleson-tx,1,true,,5,5,burleson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sonora,4868756,sutton-tx,1,true,,0,0,sutton-tx,,,,AVAILABLE_EMPTY,true,true,true
Sonterra,4868762,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Sour Lake,4868828,hardin-tx,1,true,,1,1,hardin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
South Alamo,4868846,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
South Fork Estates,4868966,jim-hogg-tx,1,true,,0,0,jim-hogg-tx,,,,AVAILABLE_EMPTY,true,true,true
South Frydek,4868978,austin-tx,1,true,,0,0,austin-tx,,,,AVAILABLE_EMPTY,true,true,true
South Houston,4869020,harris-tx,1,true,,5,5,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Southlake,4869032,denton-tx|tarrant-tx,2,true,,0,0,denton-tx|tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
South La Paloma,4869072,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Southmayd,4869104,grayson-tx,1,true,,0,0,grayson-tx,,,,AVAILABLE_EMPTY,true,true,true
South Mountain,4869120,coryell-tx,1,true,,0,0,coryell-tx,,,,AVAILABLE_EMPTY,true,true,true
South Padre Island,4869140,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
South Point,4869194,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Southside Place,4869272,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
South Toledo Bend,4869326,newton-tx,1,true,,0,0,newton-tx,,,,AVAILABLE_EMPTY,true,true,true
Southwest Sandhill,4869353,ward-tx,1,true,,0,0,ward-tx,,,,AVAILABLE_EMPTY,true,true,true
Spade,4869380,lamb-tx,1,true,,0,0,lamb-tx,,,,AVAILABLE_EMPTY,true,true,true
Sparks,4869432,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Spearman,4869476,hansford-tx,1,true,,0,0,hansford-tx,,,,AVAILABLE_EMPTY,true,true,true
Splendora,4869548,montgomery-tx,1,true,,3,3,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Spofford,4869560,kinney-tx,1,true,,1,1,kinney-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Spring,4869596,harris-tx,1,true,,15,15,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Spring Branch,4869608,comal-tx,1,true,,0,0,comal-tx,,,,AVAILABLE_EMPTY,true,true,true
Spring Gardens,4869708,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Springlake,4869764,lamb-tx,1,true,,0,0,lamb-tx,,,,AVAILABLE_EMPTY,true,true,true
Springtown,4869800,parker-tx|wise-tx,2,true,,0,0,parker-tx|wise-tx,,,,AVAILABLE_EMPTY,true,true,true
Spring Valley Village,4869830,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Spur,4869848,dickens-tx,1,true,,0,0,dickens-tx,,,,AVAILABLE_EMPTY,true,true,true
Stafford,4869908,fort-bend-tx|harris-tx,2,true,,8,8,fort-bend-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Stagecoach,4869932,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Stamford,4869980,haskell-tx|jones-tx,2,true,,0,0,haskell-tx|jones-tx,,,,AVAILABLE_EMPTY,true,true,true
Stanton,4870040,martin-tx,1,true,,4,4,martin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Staples,4870052,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
Star Harbor,4870076,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Steiner Ranch,4870154,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Stephenville,4870208,erath-tx,1,true,,17,17,erath-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sterling City,4870232,sterling-tx,1,true,,0,0,sterling-tx,,,,AVAILABLE_EMPTY,true,true,true
Stinnett,4870340,hutchinson-tx,1,true,,0,0,hutchinson-tx,,,,AVAILABLE_EMPTY,true,true,true
Stockdale,4870376,wilson-tx,1,true,,0,0,wilson-tx,,,,AVAILABLE_EMPTY,true,true,true
Stockton Bend,4870406,hood-tx,1,true,,0,0,hood-tx,,,,AVAILABLE_EMPTY,true,true,true
Stonewall,4870460,gillespie-tx,1,true,,0,0,gillespie-tx,,,,AVAILABLE_EMPTY,true,true,true
Stowell,4870520,chambers-tx,1,true,,0,0,chambers-tx,,,,AVAILABLE_EMPTY,true,true,true
Stratford,4870544,sherman-tx,1,true,,7,7,sherman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Strawn,4870580,palo-pinto-tx,1,true,,3,3,palo-pinto-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Streetman,4870604,freestone-tx|navarro-tx,2,true,,5,5,freestone-tx|navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Study Butte,4870688,brewster-tx,1,true,,0,0,brewster-tx,,,,AVAILABLE_EMPTY,true,true,true
Sudan,4870772,lamb-tx,1,true,,2,2,lamb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sugar Land,4870808,fort-bend-tx,1,true,,21,21,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sullivan City,4870868,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Sulphur Springs,4870904,hopkins-tx,1,true,,36,36,hopkins-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Summerfield,4870940,castro-tx,1,true,,0,0,castro-tx,,,,AVAILABLE_EMPTY,true,true,true
Sundown,4871060,hockley-tx,1,true,,0,0,hockley-tx,,,,AVAILABLE_EMPTY,true,true,true
Sunnyvale,4871156,dallas-tx,1,true,,9,9,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sunray,4871180,moore-tx,1,true,,3,3,moore-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sunrise Beach Village,4871228,llano-tx,1,true,,0,0,llano-tx,,,,AVAILABLE_EMPTY,true,true,true
Sunrise Shores,4871236,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Sunset,4871264,montague-tx,1,true,,3,3,montague-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sunset,4871274,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Sunset Acres,4871289,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Sunset Valley,4871324,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Sun Valley,4871356,lamar-tx,1,true,,0,0,lamar-tx,,,,AVAILABLE_EMPTY,true,true,true
Surfside Beach,4871384,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Sweeny,4871492,brazoria-tx,1,true,,2,2,brazoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sweetwater,4871540,nolan-tx,1,true,,27,27,nolan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Sylvester,4871636,fisher-tx,1,true,,0,0,fisher-tx,,,,AVAILABLE_EMPTY,true,true,true
Taft,4871684,san-patricio-tx,1,true,,5,5,san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Taft Southwest,4871696,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Tahoka,4871708,lynn-tx,1,true,,0,0,lynn-tx,,,,AVAILABLE_EMPTY,true,true,true
Talco,4871732,titus-tx,1,true,,0,0,titus-tx,,,,AVAILABLE_EMPTY,true,true,true
Talty,4871756,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
