canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
Mabank,4845324,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48213|48257|48467,henderson-tx|kaufman-tx|van-zandt-tx,Henderson County|Kaufman County|Van Zandt County,,,,3,henderson-tx|kaufman-tx|van-zandt-tx,false,true,true,true,true
McAllen,4845384,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
McCamey,4845432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48461,upton-tx,Upton County,,,,1,upton-tx,false,true,true,true,true
McCaulley,4845444,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48151,fisher-tx,Fisher County,,,,1,fisher-tx,false,true,true,true,true
McDade,4845564,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48021,bastrop-tx,Bastrop County,,,,1,bastrop-tx,false,true,true,true,true
Macdona,4845576,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
McGregor,4845672,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48099|48309,coryell-tx|mclennan-tx,Coryell County|McLennan County,,,,2,coryell-tx|mclennan-tx,false,true,true,true,true
McKinney,4845744,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
McKinney Acres,4845750,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48003,andrews-tx,Andrews County,,,,1,andrews-tx,false,true,true,true,true
McLean,4845780,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48179,gray-tx,Gray County,,,,1,gray-tx,false,true,true,true,true
McLendon-Chisholm,4845804,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48257|48397,kaufman-tx|rockwall-tx,Kaufman County|Rockwall County,,,,2,kaufman-tx|rockwall-tx,false,true,true,true,true
McLeod,4845816,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48067,cass-tx,Cass County,,,,1,cass-tx,false,true,true,true,true
McQueeney,4845948,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48187,guadalupe-tx,Guadalupe County,,,,1,guadalupe-tx,false,true,true,true,true
Madisonville,4845996,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48313,madison-tx,Madison County,,,,1,madison-tx,false,true,true,true,true
Magnolia,4846056,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48339,montgomery-tx,Montgomery County,,,,1,montgomery-tx,false,true,true,true,true
Magnolia Beach,4846080,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48057,calhoun-tx,Calhoun County,,,,1,calhoun-tx,false,true,true,true,true
Malakoff,4846224,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Malone,4846260,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48217,hill-tx,Hill County,,,,1,hill-tx,false,true,true,true,true
Manchaca,4846308,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Manor,4846440,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Mansfield,4846452,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48139|48251|48439,ellis-tx|johnson-tx|tarrant-tx,Ellis County|Johnson County|Tarrant County,,,,3,ellis-tx|johnson-tx|tarrant-tx,false,true,true,true,true
Manuel Garcia,4846492,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Manuel Garcia II,4846494,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Manvel,4846500,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Marathon,4846572,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48043,brewster-tx,Brewster County,,,,1,brewster-tx,false,true,true,true,true
Marble Falls,4846584,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48053,burnet-tx,Burnet County,,,,1,burnet-tx,false,true,true,true,true
Marfa,4846620,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48377,presidio-tx,Presidio County,,,,1,presidio-tx,false,true,true,true,true
Marietta,4846668,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48067,cass-tx,Cass County,,,,1,cass-tx,false,true,true,true,true
Marion,4846692,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48187,guadalupe-tx,Guadalupe County,,,,1,guadalupe-tx,false,true,true,true,true
Markham,4846716,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48321,matagorda-tx,Matagorda County,,,,1,matagorda-tx,false,true,true,true,true
Marlin,4846740,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48145,falls-tx,Falls County,,,,1,falls-tx,false,true,true,true,true
Marquez,4846752,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48289,leon-tx,Leon County,,,,1,leon-tx,false,true,true,true,true
Marshall,4846776,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48203,harrison-tx,Harrison County,,,,1,harrison-tx,false,true,true,true,true
Mart,4846824,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48293|48309,limestone-tx|mclennan-tx,Limestone County|McLennan County,,,,2,limestone-tx|mclennan-tx,false,true,true,true,true
Martindale,4846848,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48055,caldwell-tx,Caldwell County,,,,1,caldwell-tx,false,true,true,true,true
Martinez,4846854,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Mason,4846968,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48319,mason-tx,Mason County,,,,1,mason-tx,false,true,true,true,true
Matador,4847004,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48345,motley-tx,Motley County,,,,1,motley-tx,false,true,true,true,true
Matagorda,4847016,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48321,matagorda-tx,Matagorda County,,,,1,matagorda-tx,false,true,true,true,true
Mathis,4847040,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Maud,4847088,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48037,bowie-tx,Bowie County,,,,1,bowie-tx,false,true,true,true,true
Mauriceville,4847100,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48361,orange-tx,Orange County,,,,1,orange-tx,false,true,true,true,true
May,4847172,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48049,brown-tx,Brown County,,,,1,brown-tx,false,true,true,true,true
Maypearl,4847268,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48139,ellis-tx,Ellis County,,,,1,ellis-tx,false,true,true,true,true
Meadow,4847316,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48445,terry-tx,Terry County,,,,1,terry-tx,false,true,true,true,true
Meadowlakes,4847330,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48053,burnet-tx,Burnet County,,,,1,burnet-tx,false,true,true,true,true
Meadows Place,4847337,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Medina,4847406,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Megargel,4847460,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48009,archer-tx,Archer County,,,,1,archer-tx,false,true,true,true,true
Melissa,4847496,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Melvin,4847568,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48307,mcculloch-tx,McCulloch County,,,,1,mcculloch-tx,false,true,true,true,true
Memphis,4847616,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48191,hall-tx,Hall County,,,,1,hall-tx,false,true,true,true,true
Menard,4847628,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48327,menard-tx,Menard County,,,,1,menard-tx,false,true,true,true,true
Mentone,4847676,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48301,loving-tx,Loving County,,,,1,loving-tx,false,true,true,true,true
Mercedes,4847700,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Meridian,4847760,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48035,bosque-tx,Bosque County,,,,1,bosque-tx,false,true,true,true,true
Merkel,4847796,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48441,taylor-tx,Taylor County,,,,1,taylor-tx,false,true,true,true,true
Mertens,4847820,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48217,hill-tx,Hill County,,,,1,hill-tx,false,true,true,true,true
Mertzon,4847832,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48235,irion-tx,Irion County,,,,1,irion-tx,false,true,true,true,true
Mesquite,4847892,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48113|48257,dallas-tx|kaufman-tx,Dallas County|Kaufman County,,,,2,dallas-tx|kaufman-tx,false,true,true,true,true
Mesquite,4847898,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Mexia,4847916,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48293,limestone-tx,Limestone County,,,,1,limestone-tx,false,true,true,true,true
Miami,4847988,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48393,roberts-tx,Roberts County,,,,1,roberts-tx,false,true,true,true,true
Midfield,4848048,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48321,matagorda-tx,Matagorda County,,,,1,matagorda-tx,false,true,true,true,true
Midland,4848072,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48317|48329,martin-tx|midland-tx,Martin County|Midland County,,,,2,martin-tx|midland-tx,false,true,true,true,true
Midlothian,4848096,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48139,ellis-tx,Ellis County,,,,1,ellis-tx,false,true,true,true,true
Midway,4848180,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48313,madison-tx,Madison County,,,,1,madison-tx,false,true,true,true,true
Midway North,4848272,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Midway South,4848280,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Miguel Barrera,4848315,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Mikes,4848318,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Mila Doce,4848320,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Milam,4848324,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48403,sabine-tx,Sabine County,,,,1,sabine-tx,false,true,true,true,true
Milano,4848336,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48331,milam-tx,Milam County,,,,1,milam-tx,false,true,true,true,true
Mildred,4848372,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48349,navarro-tx,Navarro County,,,,1,navarro-tx,false,true,true,true,true
Miles,4848396,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48399,runnels-tx,Runnels County,,,,1,runnels-tx,false,true,true,true,true
Milford,4848408,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48139,ellis-tx,Ellis County,,,,1,ellis-tx,false,true,true,true,true
Miller's Cove,4848478,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48449,titus-tx,Titus County,,,,1,titus-tx,false,true,true,true,true
Millsap,4848564,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48367,parker-tx,Parker County,,,,1,parker-tx,false,true,true,true,true
Mineola,4848648,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48499,wood-tx,Wood County,,,,1,wood-tx,false,true,true,true,true
Mineral Wells,4848684,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48363|48367,palo-pinto-tx|parker-tx,Palo Pinto County|Parker County,,,,2,palo-pinto-tx|parker-tx,false,true,true,true,true
Mingus,4848720,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48363,palo-pinto-tx,Palo Pinto County,,,,1,palo-pinto-tx,false,true,true,true,true
Mi Ranchito Estate,4848750,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Mirando City,4848756,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Mission,4848768,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Mission Bend,4848772,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48157|48201,fort-bend-tx|harris-tx,Fort Bend County|Harris County,,,,2,fort-bend-tx|harris-tx,false,true,true,true,true
Missouri City,4848804,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48157|48201,fort-bend-tx|harris-tx,Fort Bend County|Harris County,,,,2,fort-bend-tx|harris-tx,false,true,true,true,true
Mobeetie,4848852,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48483,wheeler-tx,Wheeler County,,,,1,wheeler-tx,false,true,true,true,true
Mobile City,4848858,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48397,rockwall-tx,Rockwall County,,,,1,rockwall-tx,false,true,true,true,true
Monahans,4848936,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48475|48495,ward-tx|winkler-tx,Ward County|Winkler County,,,,2,ward-tx|winkler-tx,false,true,true,true,true
Montague,4849032,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48337,montague-tx,Montague County,,,,1,montague-tx,false,true,true,true,true
Mont Belvieu,4849068,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48071|48291,chambers-tx|liberty-tx,Chambers County|Liberty County,,,,2,chambers-tx|liberty-tx,false,true,true,true,true
Monte Alto,4849080,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Montgomery,4849128,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48339,montgomery-tx,Montgomery County,,,,1,montgomery-tx,false,true,true,true,true
Moody,4849200,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Moore,4849224,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48163,frio-tx,Frio County,,,,1,frio-tx,false,true,true,true,true
Moore Station,4849272,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Moraida,4849300,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Morales-Sanchez,4849314,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Moran,4849320,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48417,shackelford-tx,Shackelford County,,,,1,shackelford-tx,false,true,true,true,true
Morgan,4849356,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48035,bosque-tx,Bosque County,,,,1,bosque-tx,false,true,true,true,true
Morgan Farm,4849359,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Morgan's Point,4849380,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48071|48201,chambers-tx|harris-tx,Chambers County|Harris County,,,,2,chambers-tx|harris-tx,false,true,true,true,true
Morgan's Point Resort,4849392,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48027,bell-tx,Bell County,,,,1,bell-tx,false,true,true,true,true
Morning Glory,4849411,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Morse,4849440,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48195,hansford-tx,Hansford County,,,,1,hansford-tx,false,true,true,true,true
Morton,4849464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48079,cochran-tx,Cochran County,,,,1,cochran-tx,false,true,true,true,true
Mosheim,4849512,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48035,bosque-tx,Bosque County,,,,1,bosque-tx,false,true,true,true,true
Moulton,4849560,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48285,lavaca-tx,Lavaca County,,,,1,lavaca-tx,false,true,true,true,true
Mound,4849572,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48099,coryell-tx,Coryell County,,,,1,coryell-tx,false,true,true,true,true
Mountain City,4849600,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48209,hays-tx,Hays County,,,,1,hays-tx,false,true,true,true,true
Mount Calm,4849692,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48217,hill-tx,Hill County,,,,1,hill-tx,false,true,true,true,true
Mount Enterprise,4849728,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48401,rusk-tx,Rusk County,,,,1,rusk-tx,false,true,true,true,true
Mount Pleasant,4849800,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48449,titus-tx,Titus County,,,,1,titus-tx,false,true,true,true,true
Mount Vernon,4849860,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48159,franklin-tx,Franklin County,,,,1,franklin-tx,false,true,true,true,true
